,YTID,start_seconds,end_seconds,positive_labels,tags_k,tags,num_keys,num_tags
163,-N2reaP4SoI,30.0,40.0,"/m/042v_gx,/m/04rlf,/m/07s0s5r,/m/09x0r","['/m/042v_gx', '/m/04rlf', '/m/07s0s5r', '/m/09x0r']","['Music', 'Music', 'Music', 'Human Sounds']",4,4
164,-NC5li0b4eY,30.0,40.0,"/m/04rlf,/t/dd00003,/t/dd00004,/t/dd00006","['/m/04rlf', '/t/dd00003', '/t/dd00004', '/t/dd00006']","['Music', 'Human Sounds', 'Human Sounds', 'Human Sounds']",4,4
165,-NPqCu4DyAM,30.0,40.0,"/m/04rlf,/t/dd00032","['/m/04rlf', '/t/dd00032']","['Music', 'Music']",2,2
166,-NmjCyqIavI,30.0,40.0,"/m/02cz_7,/m/04rlf,/m/0y4f8","['/m/02cz_7', '/m/04rlf', '/m/0y4f8']","['Music', 'Music', 'Music']",3,3
167,-NutOdeXH8s,50.0,60.0,/m/07pqc89,['/m/07pqc89'],['Sounds of things'],1,1
168,-NwuLeOWpLk,420.0,430.0,/m/01lsmm,['/m/01lsmm'],['Sounds of things'],1,1
169,-O842QWtymw,0.0,6.0,"/m/07st88b,/m/09ld4","['/m/07st88b', '/m/09ld4']","['Animal', 'Animal']",2,2
170,-O9mnfC61Ac,0.0,10.0,/m/01lyv,['/m/01lyv'],['Music'],1,1
171,-ODqYMQFwsY,30.0,40.0,/t/dd00134,['/t/dd00134'],['Sounds of things'],1,1
172,-ODzHayGHvk,50.0,60.0,/m/0ghcn6,['/m/0ghcn6'],['Animal'],1,1
173,-OIGA3xjYyQ,0.0,10.0,/m/07rdhzs,['/m/07rdhzs'],['Source-ambiguous sounds'],1,1
174,-OYfLX-2kmU,30.0,40.0,"/m/0140xf,/m/04rlf","['/m/0140xf', '/m/04rlf']","['Music', 'Music']",2,2
175,-OaOY7-71ME,90.0,100.0,"/m/04rlf,/m/0ggx5q","['/m/04rlf', '/m/0ggx5q']","['Music', 'Music']",2,2
176,-OylLzMa0d0,100.0,110.0,"/m/04rlf,/m/07p78v5","['/m/04rlf', '/m/07p78v5']","['Music', 'Source-ambiguous sounds']",2,2
177,-PFO-nCfRq0,0.0,9.0,"/m/01jt3m,/m/0838f","['/m/01jt3m', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
178,-PIuJAAplqI,210.0,220.0,"/m/016cjb,/m/04rlf","['/m/016cjb', '/m/04rlf']","['Music', 'Music']",2,2
179,-Pvyzs28PJw,20.0,30.0,"/m/03cczk,/m/07pdhp0,/m/07s12q4","['/m/03cczk', '/m/07pdhp0', '/m/07s12q4']","['Human Sounds', 'Human Sounds', 'Source-ambiguous sounds']",3,3
180,-Q9WotFs1MI,30.0,40.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
181,-QE9dqhf_D8,170.0,180.0,"/m/0642b4,/m/09x0r","['/m/0642b4', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
182,-QSNQGKiGT4,260.0,270.0,/m/03qc9zr,['/m/03qc9zr'],['Human Sounds'],1,1
183,-QVqh513RxQ,15.0,25.0,"/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136","['/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0jbk', '/t/dd00136']","['Animal', 'Human Sounds', 'Animal', 'Animal', 'Animal']",5,5
184,-QcXMPUNMeM,0.0,10.0,"/m/09x0r,/t/dd00121,/t/dd00125","['/m/09x0r', '/t/dd00121', '/t/dd00125']","['Human Sounds', 'Source-ambiguous sounds', 'Channel environment and background']",3,3
185,-QivqOnaPIc,100.0,110.0,"/m/08j51y,/m/09x0r","['/m/08j51y', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
186,-R0267o4lLk,60.0,70.0,"/m/0239kh,/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['/m/0239kh', '/m/026t6', '/m/02hnl', '/m/02k_mr', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']","['Animal', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",8,8
187,-R9gJXtS07g,0.0,10.0,"/m/04rlf,/m/07phhsh","['/m/04rlf', '/m/07phhsh']","['Music', 'Source-ambiguous sounds']",2,2
188,-RAdrtCW1hI,70.0,80.0,"/m/032s66,/m/073cg4","['/m/032s66', '/m/073cg4']","['Sounds of things', 'Sounds of things']",2,2
189,-RIzfomIqZc,30.0,40.0,"/m/04rlf,/m/07bjf,/m/09x0r","['/m/04rlf', '/m/07bjf', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
190,-RPKtQIGBOY,30.0,40.0,/m/03cczk,['/m/03cczk'],['Human Sounds'],1,1
191,-RRi3QktLdc,500.0,510.0,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00128","['/m/09x0r', '/m/0ytgt', '/t/dd00013', '/t/dd00128']","['Human Sounds', 'Human Sounds', 'Human Sounds', 'Channel environment and background']",4,4
192,-RZ01HFrafg,6.0,16.0,/m/07qs1cx,['/m/07qs1cx'],['Sounds of things'],1,1
193,-RfUo7Hb8TE,30.0,40.0,"/m/01b9nn,/m/04rlf,/m/09x0r","['/m/01b9nn', '/m/04rlf', '/m/09x0r']","['Channel environment and background', 'Music', 'Human Sounds']",3,3
194,-Rl7NZwtVmA,40.0,50.0,/m/05_wcq,['/m/05_wcq'],['Animal'],1,1
195,-RlXse804I0,30.0,40.0,"/m/025td0t,/m/04rlf","['/m/025td0t', '/m/04rlf']","['Music', 'Music']",2,2
196,-RsGz8XRZUM,30.0,40.0,"/m/07pdhp0,/m/07pzfmf,/m/07s12q4","['/m/07pdhp0', '/m/07pzfmf', '/m/07s12q4']","['Human Sounds', 'Natural Sounds', 'Source-ambiguous sounds']",3,3
197,-Ry1YNVPPCM,9.0,19.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136","['/m/068hy', '/m/07rc7d9', '/m/09x0r', '/m/0bt9lr', '/m/0jbk', '/t/dd00136']","['Animal', 'Animal', 'Human Sounds', 'Animal', 'Animal', 'Animal']",6,6
198,-S-Cn-IKlQw,23.0,33.0,"/m/07swgks,/m/09x0r","['/m/07swgks', '/m/09x0r']","['Natural Sounds', 'Human Sounds']",2,2
199,-SD9DkKyOrY,30.0,40.0,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['/m/01qbl', '/m/026t6', '/m/02hnl', '/m/03qtq', '/m/03t3fj', '/m/06rvn', '/m/0bm02', '/m/0l14md']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",8,8
200,-T-ZI1MZ44g,40.0,50.0,"/m/04rlf,/m/09x0r,/t/dd00127","['/m/04rlf', '/m/09x0r', '/t/dd00127']","['Music', 'Human Sounds', 'Channel environment and background']",3,3
201,-TJe1_ECCwM,6.0,16.0,/m/07pws3f,['/m/07pws3f'],['Source-ambiguous sounds'],1,1
202,-TNmWwhsnzs,30.0,40.0,/m/07qv4k0,['/m/07qv4k0'],['Source-ambiguous sounds'],1,1
203,-Tea8DpWZQM,13.0,23.0,"/m/015lz1,/m/01swy6,/m/09x0r","['/m/015lz1', '/m/01swy6', '/m/09x0r']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
204,-ToQFT3M-Vg,200.0,210.0,"/m/02cjck,/m/04rlf","['/m/02cjck', '/m/04rlf']","['Music', 'Music']",2,2
205,-TpdnwhYCvk,30.0,40.0,/m/07qsvvw,['/m/07qsvvw'],['Sounds of things'],1,1
206,-TvUb8THUq4,100.0,110.0,"/m/04rlf,/m/06bxc","['/m/04rlf', '/m/06bxc']","['Music', 'Human Sounds']",2,2
207,-U3Xh6Fsw50,0.0,10.0,"/m/07pqn27,/m/09x0r","['/m/07pqn27', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
208,-UGmXiQ8yiY,50.0,60.0,"/m/03dnzn,/m/07p7b8y,/m/09x0r","['/m/03dnzn', '/m/07p7b8y', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
209,-UNPp3fEWSE,0.0,10.0,"/m/01d380,/m/07k1x,/m/0_ksk","['/m/01d380', '/m/07k1x', '/m/0_ksk']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
210,-UYmhq3Rjtc,30.0,40.0,"/m/04rlf,/m/07pws3f","['/m/04rlf', '/m/07pws3f']","['Music', 'Source-ambiguous sounds']",2,2
211,-Ub8LKPkhos,60.0,70.0,/m/06xkwv,['/m/06xkwv'],['Channel environment and background'],1,1
212,-UbFLKplzbE,30.0,40.0,/m/01j4z9,['/m/01j4z9'],['Sounds of things'],1,1
213,-UcfsxiD_ns,340.0,350.0,/m/0llzx,['/m/0llzx'],['Sounds of things'],1,1
214,-UfqtS1lsRY,30.0,40.0,"/m/01bns_,/m/0d8_n","['/m/01bns_', '/m/0d8_n']","['Music', 'Music']",2,2
215,-UuEBhule84,350.0,360.0,"/m/015lz1,/m/01lyv,/m/04rlf,/m/07s0s5r","['/m/015lz1', '/m/01lyv', '/m/04rlf', '/m/07s0s5r']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
216,-V7u2HffQAE,160.0,170.0,"/m/07rrh0c,/m/09x0r","['/m/07rrh0c', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
217,-VI2IRq17rs,360.0,370.0,/m/0395lw,['/m/0395lw'],['Music'],1,1
218,-VXpZuIsb_g,30.0,40.0,"/m/030rvx,/m/09x0r","['/m/030rvx', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
219,-VZZ_IzaG7A,350.0,360.0,/m/07phxs1,['/m/07phxs1'],['Source-ambiguous sounds'],1,1
220,-VclCul6FrI,80.0,90.0,"/m/013y1f,/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0b9m1,/t/dd00125","['/m/013y1f', '/m/04rlf', '/m/04szw', '/m/05148p4', '/m/05r5c', '/m/0b9m1', '/t/dd00125']","['Music', 'Music', 'Music', 'Music', 'Music', 'Source-ambiguous sounds', 'Channel environment and background']",7,7
221,-W5c6CeUMPE,40.0,50.0,"/m/01swy6,/m/04rlf,/m/0l14j_,/m/0mkg","['/m/01swy6', '/m/04rlf', '/m/0l14j_', '/m/0mkg']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
222,-WFsDr9xBVo,30.0,40.0,"/m/025wky1,/m/09x0r","['/m/025wky1', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
223,-WH_8Hk1fnM,110.0,120.0,"/m/04rlf,/m/07brj","['/m/04rlf', '/m/07brj']","['Music', 'Music']",2,2
224,-WX7nQcZPVQ,30.0,40.0,"/m/04rlf,/m/04szw,/m/07brj","['/m/04rlf', '/m/04szw', '/m/07brj']","['Music', 'Music', 'Music']",3,3
225,-WmL01c-4ZE,20.0,30.0,"/m/07rjzl8,/m/09x0r,/t/dd00128","['/m/07rjzl8', '/m/09x0r', '/t/dd00128']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
226,-Wu-WkTumEM,30.0,40.0,"/m/04rlf,/t/dd00004,/t/dd00005","['/m/04rlf', '/t/dd00004', '/t/dd00005']","['Music', 'Human Sounds', 'Human Sounds']",3,3
227,-X14yAhC-SE,30.0,40.0,/m/07qs1cx,['/m/07qs1cx'],['Sounds of things'],1,1
228,-X5Ay0Wuew0,20.0,30.0,/m/0dl83,['/m/0dl83'],['Sounds of things'],1,1
229,-X5M6FevXWU,30.0,40.0,"/m/03lty,/m/04rlf,/m/0dl5d","['/m/03lty', '/m/04rlf', '/m/0dl5d']","['Music', 'Music', 'Music']",3,3
230,-XAxN0GUsLs,270.0,280.0,"/m/03vt0,/m/09f96,/m/0h2mp","['/m/03vt0', '/m/09f96', '/m/0h2mp']","['Animal', 'Animal', 'Animal']",3,3
231,-XN0NtrnfMY,30.0,40.0,"/m/04rlf,/t/dd00035","['/m/04rlf', '/t/dd00035']","['Music', 'Music']",2,2
232,-XOINU-l1_o,90.0,100.0,"/m/04rlf,/t/dd00035","['/m/04rlf', '/t/dd00035']","['Music', 'Music']",2,2
233,-XVgCqsHi3g,30.0,40.0,"/m/02mk9,/m/04229,/m/07pb8fc,/m/07yv9,/t/dd00067","['/m/02mk9', '/m/04229', '/m/07pb8fc', '/m/07yv9', '/t/dd00067']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
234,-XkbErI_7EU,50.0,60.0,"/m/01kcd,/m/0319l","['/m/01kcd', '/m/0319l']","['Music', 'Music']",2,2
235,-XxJ50brqGw,30.0,40.0,"/m/09x0r,/t/dd00018","['/m/09x0r', '/t/dd00018']","['Human Sounds', 'Animal']",2,2
236,-Y1qiiugnk8,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9","['/m/012n7d', '/m/03j1ly', '/m/03kmc9']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
237,-Y3kEZ8li-A,30.0,40.0,/m/07rbp7_,['/m/07rbp7_'],['Source-ambiguous sounds'],1,1
238,-YATTKBtmRA,190.0,200.0,"/m/01s0ps,/m/05148p4,/m/05r5c","['/m/01s0ps', '/m/05148p4', '/m/05r5c']","['Music', 'Music', 'Music']",3,3
239,-YX2e66b5HA,10.0,20.0,"/m/04rlf,/m/04wptg","['/m/04rlf', '/m/04wptg']","['Music', 'Music']",2,2
240,-Ypg2o4TqXM,30.0,40.0,/m/07r4wb8,['/m/07r4wb8'],['Sounds of things'],1,1
241,-YxGyNHMasQ,240.0,250.0,"/m/0130jx,/m/02jz0l,/m/0838f","['/m/0130jx', '/m/02jz0l', '/m/0838f']","['Sounds of things', 'Sounds of things', 'Natural Sounds']",3,3
242,-ZHpNr_KRXU,30.0,40.0,"/m/02w4v,/m/04rlf","['/m/02w4v', '/m/04rlf']","['Music', 'Music']",2,2
243,-Ze_xQhxKRo,30.0,40.0,/m/0j2kx,['/m/0j2kx'],['Natural Sounds'],1,1
244,-ZjxFZOaY50,30.0,40.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp","['/m/025rv6n', '/m/07qwf61', '/m/0dbvp']","['Animal', 'Animal', 'Animal']",3,3
245,-_6RxZyi30Q,70.0,80.0,"/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126","['/m/015lz1', '/m/04rlf', '/m/0g293', '/t/dd00126']","['Human Sounds', 'Music', 'Music', 'Channel environment and background']",4,4
246,-_Hpy806bks,180.0,190.0,"/m/023pjk,/m/04brg2","['/m/023pjk', '/m/04brg2']","['Sounds of things', 'Sounds of things']",2,2
247,-_OzT7Xyvok,30.0,40.0,"/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l","['/m/0155w', '/m/0326g', '/m/04rlf', '/m/05rwpb', '/m/06j6l']","['Music', 'Music', 'Music', 'Music', 'Music']",5,5
248,-_dElQcyJnA,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq","['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
249,-a6J2OMtfZc,30.0,40.0,"/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly","['/m/015lz1', '/m/04rlf', '/m/0ln16', '/m/0xzly']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
250,-aC8TJIZrtE,20.0,30.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t","['/m/015p6', '/m/020bb7', '/m/025rv6n', '/m/07qn5dc', '/m/07st89h', '/m/09b5t']","['Animal', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal']",6,6
251,-b1l5v-fpNs,30.0,40.0,"/m/07pqn27,/m/09x0r","['/m/07pqn27', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
252,-b6pKB99TKg,0.0,10.0,"/m/07qyrcz,/m/09x0r","['/m/07qyrcz', '/m/09x0r']","['Source-ambiguous sounds', 'Human Sounds']",2,2
253,-b_10b-orX4,50.0,60.0,/m/02_41,['/m/02_41'],['Natural Sounds'],1,1
254,-blH_CYo09w,30.0,40.0,"/m/04rlf,/m/07pbtc8","['/m/04rlf', '/m/07pbtc8']","['Music', 'Human Sounds']",2,2
255,-buXkpFmCWY,210.0,220.0,/m/0mbct,['/m/0mbct'],['Music'],1,1
256,-bxDQSLTdEs,30.0,40.0,/m/07qwyj0,['/m/07qwyj0'],['Source-ambiguous sounds'],1,1
257,-cLzki-B06o,30.0,40.0,"/m/04rlf,/m/0gywn","['/m/04rlf', '/m/0gywn']","['Music', 'Music']",2,2
258,-cQ-jUTEgck,30.0,40.0,"/m/02p0sh1,/m/04rlf","['/m/02p0sh1', '/m/04rlf']","['Music', 'Music']",2,2
259,-cQV8iXK3pQ,0.0,10.0,"/m/032s66,/m/0_1c","['/m/032s66', '/m/0_1c']","['Sounds of things', 'Sounds of things']",2,2
260,-cUFMQCB2dA,270.0,280.0,/m/0239kh,['/m/0239kh'],['Animal'],1,1
261,-cVFtuOI5uo,23.0,33.0,"/m/04rlf,/m/07p6mqd,/m/09x0r","['/m/04rlf', '/m/07p6mqd', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
262,-cWrzrfVdMQ,250.0,260.0,"/m/032s66,/m/073cg4","['/m/032s66', '/m/073cg4']","['Sounds of things', 'Sounds of things']",2,2
263,-d7CDTWso5c,120.0,130.0,/m/027m70_,['/m/027m70_'],['Music'],1,1
264,-dEOa2GkXHw,30.0,40.0,"/m/09x0r,/m/0chx_","['/m/09x0r', '/m/0chx_']","['Human Sounds', 'Channel environment and background']",2,2
265,-dYTGqyVFNM,260.0,270.0,/m/07plct2,['/m/07plct2'],['Source-ambiguous sounds'],1,1
266,-dfDSA5oB60,220.0,230.0,"/m/015jpf,/m/0c1dj","['/m/015jpf', '/m/0c1dj']","['Sounds of things', 'Source-ambiguous sounds']",2,2
267,-eEhWLICanU,160.0,170.0,"/m/04rlf,/m/09x0r,/m/0b_fwt","['/m/04rlf', '/m/09x0r', '/m/0b_fwt']","['Music', 'Human Sounds', 'Sounds of things']",3,3
268,-efgThyiXWI,25.0,35.0,"/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk","['/m/01yrx', '/m/04rlf', '/m/068hy', '/m/07r81j2', '/m/09x0r', '/m/0jbk']","['Animal', 'Music', 'Animal', 'Animal', 'Human Sounds', 'Animal']",6,6
269,-ehX__RTqF8,30.0,40.0,"/m/04rlf,/m/06h7j","['/m/04rlf', '/m/06h7j']","['Music', 'Human Sounds']",2,2
270,-elf_5HUVuc,30.0,40.0,"/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l","['/m/04rlf', '/m/05rwpb', '/m/064t9', '/m/06j6l']","['Music', 'Music', 'Music', 'Music']",4,4
271,-f6exYXS1Gk,110.0,120.0,/m/07qjznt,['/m/07qjznt'],['Sounds of things'],1,1
272,-fEwlyG05Co,290.0,300.0,"/m/025wky1,/m/09x0r","['/m/025wky1', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
273,-fIQkUYrSz4,0.0,10.0,/m/07pxg6y,['/m/07pxg6y'],['Sounds of things'],1,1
274,-fJlX1mKiv0,30.0,40.0,"/m/04rlf,/m/07qn4z3","['/m/04rlf', '/m/07qn4z3']","['Music', 'Animal']",2,2
275,-fOCJllN4iE,0.0,10.0,/m/07ryjzk,['/m/07ryjzk'],['Source-ambiguous sounds'],1,1
276,-fURq3jhY1Y,0.0,10.0,/m/0dl9sf8,['/m/0dl9sf8'],['Human Sounds'],1,1
277,-fhW5GMgcI4,12.0,22.0,/m/07sx8x_,['/m/07sx8x_'],['Animal'],1,1
278,-fnhkx-XXeI,340.0,350.0,"/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk","['/m/068zj', '/m/09x0r', '/m/0ch8v', '/m/0jbk']","['Animal', 'Human Sounds', 'Animal', 'Animal']",4,4
279,-fwDsIyHHb8,140.0,150.0,"/m/02g901,/m/02jz0l,/m/09x0r","['/m/02g901', '/m/02jz0l', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
280,-fwZGpmJNhw,40.0,50.0,"/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092","['/m/019jd', '/m/034srq', '/m/03m9d0z', '/m/05kq4', '/m/06q74', '/t/dd00092']","['Sounds of things', 'Natural Sounds', 'Natural Sounds', 'Natural Sounds', 'Sounds of things', 'Natural Sounds']",6,6
281,-fxh7jAJR8U,70.0,80.0,"/m/028sqc,/m/04rlf","['/m/028sqc', '/m/04rlf']","['Music', 'Music']",2,2
282,-g-xW4azY7Q,30.0,40.0,"/m/04rlf,/m/06j64v,/m/0l14gg","['/m/04rlf', '/m/06j64v', '/m/0l14gg']","['Music', 'Music', 'Music']",3,3
283,-g50tCLEsVM,40.0,50.0,"/m/078jl,/m/07rjwbb","['/m/078jl', '/m/07rjwbb']","['Animal', 'Animal']",2,2
284,-g6_Qzkrmug,30.0,40.0,"/m/07pxg6y,/m/07yv9,/m/09x0r","['/m/07pxg6y', '/m/07yv9', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
285,-gKNRXbpAKs,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/0dgbq","['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/0dgbq']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
286,-gQg8z0ylFU,20.0,30.0,"/m/078jl,/m/07rjwbb","['/m/078jl', '/m/07rjwbb']","['Animal', 'Animal']",2,2
287,-gSxU1ceCLY,30.0,40.0,"/m/01s0vc,/m/09x0r","['/m/01s0vc', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
288,-gWZyuEchB8,30.0,40.0,/m/024dl,['/m/024dl'],['Sounds of things'],1,1
289,-gcEf-olt7A,30.0,40.0,"/m/04rlf,/m/07qv4k0","['/m/04rlf', '/m/07qv4k0']","['Music', 'Source-ambiguous sounds']",2,2
290,-gfBxHm8lhg,90.0,100.0,"/m/0838f,/m/09x0r,/t/dd00065","['/m/0838f', '/m/09x0r', '/t/dd00065']","['Natural Sounds', 'Human Sounds', 'Sounds of things']",3,3
291,-gie2dhqP2c,440.0,450.0,"/m/01d3sd,/m/09x0r,/m/0lyf6","['/m/01d3sd', '/m/09x0r', '/m/0lyf6']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
292,-gkrE5zQ8EY,150.0,160.0,"/m/07phxs1,/m/07rv4dm","['/m/07phxs1', '/m/07rv4dm']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
293,-hDuDDv0lbQ,30.0,40.0,"/m/04rlf,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk","['/m/04rlf', '/m/068hy', '/m/07qf0zm', '/m/07r_k2n', '/m/0bt9lr', '/m/0jbk']","['Music', 'Animal', 'Animal', 'Animal', 'Animal', 'Animal']",6,6
294,-hMwszM13PI,130.0,140.0,"/m/07qcx4z,/m/09x0r,/t/dd00125","['/m/07qcx4z', '/m/09x0r', '/t/dd00125']","['Source-ambiguous sounds', 'Human Sounds', 'Channel environment and background']",3,3
295,-hsT6SyyhsM,18.0,28.0,"/m/01v_m0,/m/0hdsk","['/m/01v_m0', '/m/0hdsk']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
296,-i-9C48tduw,500.0,510.0,"/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1","['/m/06mb1', '/m/07r10fb', '/m/0jb2l', '/m/0ngt1']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds', 'Natural Sounds']",4,4
297,-ihTfc5Kx8s,17.0,27.0,/m/07ptzwd,['/m/07ptzwd'],['Sounds of things'],1,1
298,-iuUYyMOrjU,30.0,40.0,"/m/04rlf,/m/07pws3f","['/m/04rlf', '/m/07pws3f']","['Music', 'Source-ambiguous sounds']",2,2
299,-j3aoa1bEyA,9.0,19.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk","['/m/01yrx', '/m/068hy', '/m/07r81j2', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
300,-jBWkHhQNew,30.0,40.0,"/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130","['/m/02mk9', '/m/07pb8fc', '/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00066', '/t/dd00130']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",7,7
301,-jMyzNbR7WM,10.0,20.0,/t/dd00134,['/t/dd00134'],['Sounds of things'],1,1
302,-jNIaWOWUFI,30.0,40.0,"/m/07qjznt,/m/09x0r","['/m/07qjznt', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
303,-jpbCWcz2pk,30.0,40.0,"/m/04rlf,/m/0l14gg,/t/dd00031","['/m/04rlf', '/m/0l14gg', '/t/dd00031']","['Music', 'Music', 'Music']",3,3
304,-juN6TgEkb0,30.0,40.0,"/m/04rlf,/m/07pkxdp","['/m/04rlf', '/m/07pkxdp']","['Music', 'Music']",2,2
305,-k009MXpfdo,10.0,20.0,/m/04fgwm,['/m/04fgwm'],['Sounds of things'],1,1
306,-k0CHx34n0Q,30.0,40.0,/m/07pc8lb,['/m/07pc8lb'],['Source-ambiguous sounds'],1,1
307,-kBZeTTEOGc,90.0,100.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv","['/m/015p6', '/m/020bb7', '/m/07r_25d', '/m/0h0rv']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
308,-kRxowDMwdQ,80.0,90.0,"/m/01h82_,/m/02mk9,/m/04_sv,/m/07yv9","['/m/01h82_', '/m/02mk9', '/m/04_sv', '/m/07yv9']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
309,-kkTpMU4QS8,30.0,40.0,"/m/07bjf,/m/09x0r","['/m/07bjf', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
310,-kyuX8l4VWY,30.0,40.0,"/m/03qtwd,/t/dd00135","['/m/03qtwd', '/t/dd00135']","['Human Sounds', 'Human Sounds']",2,2
311,-lBsO-dj_A4,50.0,60.0,"/m/05zc1,/t/dd00077","['/m/05zc1', '/t/dd00077']","['Sounds of things', 'Sounds of things']",2,2
312,-lFwchGSkes,30.0,40.0,"/m/01z7dr,/m/04rlf","['/m/01z7dr', '/m/04rlf']","['Music', 'Music']",2,2
313,-lK6DOYxQ6s,30.0,40.0,"/m/04rlf,/t/dd00006","['/m/04rlf', '/t/dd00006']","['Music', 'Human Sounds']",2,2
314,-lUCohWH9xg,29.0,39.0,"/m/04rlf,/m/07r4wb8,/m/09x0r","['/m/04rlf', '/m/07r4wb8', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
315,-lYg4hm25hU,30.0,40.0,"/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/09x0r","['/m/04rlf', '/m/07q4ntr', '/m/07rwj3x', '/m/09x0r']","['Music', 'Human Sounds', 'Human Sounds', 'Human Sounds']",4,4
316,-lpK9Knsvz4,170.0,180.0,"/m/03cl9h,/m/04rlf,/t/dd00125","['/m/03cl9h', '/m/04rlf', '/t/dd00125']","['Sounds of things', 'Music', 'Channel environment and background']",3,3
