YTID,start_seconds,end_seconds,positive_labels
W3wJP5gp4rE,10.0,20.0,/m/014zdl
W5Fw5vARCeU,0.0,10.0,"/m/04rlf,/m/07q6cd_,/m/09x0r"
W7fwqEPX-Co,390.0,400.0,/m/0283d
W7qiSqCQmGI,130.0,140.0,"/m/09x0r,/m/0dv5r"
W7sPeLKGTqY,370.0,380.0,"/m/04rlf,/m/09x0r,/m/0cj0r,/t/dd00125"
W8jckrOKpZk,0.0,10.0,"/m/07s02z0,/m/09x0r"
W8ls_HeuvMs,10.0,20.0,/m/0395lw
W9wh3kyMKJU,10.0,20.0,"/m/03k3r,/m/04rlf,/m/09x0r,/m/0jbk"
WA3MiAwQkDQ,100.0,110.0,/m/05rj2
WAhuBGcAzB8,60.0,70.0,/m/0brhx
WBbC6__VvNw,220.0,230.0,"/m/09x0r,/t/dd00001,/t/dd00125"
WDa5Uo4xOTM,2.0,12.0,"/m/04rlf,/m/09x0r,/t/dd00018"
WDlcKaKTSoI,60.0,70.0,"/m/02jz0l,/m/03dnzn,/m/0838f"
WG-Jhp5a-x0,70.0,80.0,"/m/01c194,/m/02bk07,/m/04rlf,/m/0jtg0"
WG0O7egnawI,50.0,60.0,/m/018w8
WGH6v8_0PKQ,0.0,10.0,"/m/07rjzl8,/m/09x0r"
WGmXQS1c9Ek,500.0,510.0,"/m/02c8p,/m/09x0r,/t/dd00125"
WO3CaMvZa_U,30.0,40.0,"/m/04rlf,/m/07qsvvw,/m/09x0r"
WOaXqolsvg8,30.0,40.0,/g/122z_qxw
WP5bmY56fc8,450.0,460.0,/m/01g90h
WQ17ochP5LI,30.0,40.0,"/m/04rmv,/m/09x0r"
WR0-PKQswC4,0.0,10.0,/m/05w3f
WXHjfzy5K-M,30.0,40.0,"/m/04rlf,/m/0m0jc"
WZoQD6cInx8,360.0,370.0,"/m/07phhsh,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j"
Wbas2Hie-1c,30.0,40.0,/m/07q4ntr
Wbe-sTMDMiA,50.0,60.0,"/m/01bjv,/m/02rhddq,/m/07yv9,/t/dd00128"
WcQdpMbE4Xk,330.0,340.0,"/m/01h8n0,/m/09x0r"
WgjxjmeAWJE,100.0,110.0,/m/03r5q_
WiiKbIKzZd0,300.0,310.0,"/m/04rlf,/m/07rrh0c,/m/09x0r"
WkiX4Qmy7Ls,120.0,130.0,/m/07rgkc5
WmTDKYYH5OU,180.0,190.0,"/m/01xqw,/m/02fsn,/m/0l14_3"
WmncetaKc2Q,80.0,90.0,"/m/03vt0,/m/09f96,/m/0h2mp"
WoWhNyJll9I,60.0,70.0,"/m/06mb1,/m/0jb2l,/m/0ngt1"
WoZXd4Wiv9k,10.0,20.0,/m/02c8p
WpAWFB-eOIs,0.0,10.0,"/m/028v0c,/m/02fs_r"
WpVG0MxjlPo,30.0,40.0,"/m/04rlf,/m/07q4ntr"
WsTm5poQ15U,160.0,170.0,/m/02z32qm
WyaU4TNcVl8,30.0,40.0,"/m/07szfh9,/m/09x0r"
X3Txrreq730,30.0,40.0,"/m/023vsd,/m/07pdjhy"
X3fziI3RKyY,20.0,30.0,"/m/09x0r,/m/0ytgt,/t/dd00002"
X7UGw9kkFwQ,150.0,160.0,"/m/01j3sz,/m/0lyf6"
X9Un4j8aZwY,30.0,40.0,/m/0c2wf
XBunIO84ZWY,20.0,30.0,"/m/04fq5q,/m/04rlf,/m/09x0r"
XCX9tN0B5V0,70.0,80.0,"/m/02fxyj,/m/04rlf,/m/09x0r,/m/0ggq0m"
XGfA38HUdNU,30.0,40.0,"/m/07r_k2n,/m/07rc7d9"
XHSVMTR6FEg,16.0,26.0,"/m/03vt0,/m/09xqv"
XItLyoEzzCo,0.0,10.0,"/m/07phxs1,/m/07rv4dm"
XJDF61bqWPE,30.0,40.0,"/m/05rj2,/m/09x0r"
XKK1pc3u4d8,20.0,30.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
XLbkZY71KSA,21.0,31.0,"/m/04rlf,/m/07qlf79,/m/09x0r"
XMzGhP6NKas,30.0,40.0,"/m/04rlf,/t/dd00032"
XNJhMEOpYdE,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/09x0r,/m/0jbk"
XO-ywf9hD7w,10.0,20.0,/t/dd00065
XPY6e7tw47o,30.0,40.0,"/m/04rlf,/m/08cyft,/m/0ggx5q"
XPhPbTbjYM0,100.0,110.0,"/m/03lty,/m/04rlf"
XSh821m9sV0,370.0,380.0,"/m/02fxyj,/m/09x0r"
XUaXlhcVxbs,160.0,170.0,/m/01w250
XVPC_DCdRms,310.0,320.0,/m/07c52
XXRYchSTnbY,210.0,220.0,"/m/09x0r,/m/0gy1t2s"
XYPJ9VI3B4Q,110.0,120.0,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
XZX89FQUOXQ,30.0,40.0,"/m/04rlf,/t/dd00032"
XkExQOFQCM8,17.0,27.0,"/m/01g90h,/m/09x0r"
Xm9tBd0MLtE,90.0,100.0,/m/0mbct
XoQEJvNdO0c,250.0,260.0,"/m/09x0r,/m/0lyf6"
Xpw3etLGLIY,140.0,150.0,"/m/07q7njn,/m/09x0r"
XvMzLnl9wk8,30.0,40.0,"/m/02x8m,/m/04rlf"
Xy8fR4pJNmo,200.0,210.0,"/m/019jd,/m/02rlv9,/m/03m9d0z,/t/dd00092"
Y23XRUQeDuI,50.0,60.0,"/m/03_d0,/m/04rlf"
Y4TEp8xLTUM,30.0,40.0,"/m/07qv_x_,/m/09x0r"
Y5VOsLeh4m4,160.0,170.0,"/m/09x0r,/t/dd00121"
Y7RRpZxa788,30.0,40.0,/m/01c194
YCIQHsVCPWo,530.0,540.0,/m/0cj0r
YClFceJYHvk,110.0,120.0,"/m/09x0r,/m/0k65p"
YEdnv2gZBhM,200.0,210.0,"/m/03r5q_,/m/04rlf"
YEpjvq6S68w,30.0,40.0,"/m/015lz1,/m/04rlf,/m/06j64v,/m/0dq0md"
YFHqHSc9AXU,30.0,40.0,/m/07n_g
YKjkaPNJOXk,30.0,40.0,"/m/04rlf,/m/05fw6t"
YLMV2r2ZQeM,30.0,40.0,"/m/04rlf,/m/0y4f8"
YMG0foV0ZYk,60.0,70.0,"/m/01sm1g,/m/0l14md"
YX94Twfsi78,18.0,28.0,/m/01h82_
YXRX1kVK5UI,100.0,110.0,"/m/015y_n,/m/04rlf"
YZK3fEXs2EE,110.0,120.0,/m/07s02z0
YZsH4WvIkxE,40.0,50.0,"/m/03wwcy,/m/09x0r"
YdnIPrnQI20,210.0,220.0,"/m/04rlf,/m/0g6b5"
YgDkN6n7OK4,150.0,160.0,"/m/02_nn,/m/09x0r,/t/dd00125"
YiT619aLWTI,10.0,20.0,"/m/04rlf,/t/dd00036"
YjHMUkuZXsg,30.0,40.0,"/m/07bgp,/m/07q0h5t,/m/09x0r"
Yk4twV5t_EQ,20.0,30.0,"/m/015lz1,/m/04rlf,/m/05rwpb"
YkkyC_HpcO8,200.0,210.0,/m/07plct2
Yn9c4eODSvM,30.0,40.0,/m/016622
YnpGmd_npAw,110.0,120.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj"
Yo1ZJ7VDvd0,520.0,530.0,"/m/02l6bg,/m/07yv9,/m/0k5j"
YoOd68UbZFo,310.0,320.0,"/m/03mb9,/m/04rlf,/m/07s72n"
Yr9C_BSH0AE,30.0,40.0,"/m/02x8m,/m/04rlf,/m/064t9,/m/09x0r"
YuD7XapNM1k,30.0,40.0,"/m/09x0r,/m/0brhx"
YxAgqTvPel0,30.0,40.0,"/m/01jnbd,/m/04rlf"
YxVcJ81cUG8,30.0,40.0,/m/078jl
Z1IoYgooQJs,10.0,20.0,"/m/04rlf,/m/07rrlb6,/m/0ytgt"
Z3ZbHRSAFWs,8.0,18.0,/m/04rmv
Z7VrVLbSvYE,0.0,2.0,/m/07rqsjt
Z80Jfb8DMcs,0.0,7.0,"/m/07qmpdm,/m/09x0r"
Z9KIATVI1do,30.0,40.0,"/m/09x0r,/t/dd00013"
ZB3Lbdefb4I,30.0,40.0,"/m/04rlf,/m/0glt670"
ZDrgMLTZd60,400.0,410.0,"/m/09x0r,/m/0fx9l"
ZECf-tMu4-w,130.0,140.0,"/m/03k3r,/m/04rlf,/m/09x0r,/m/0jbk,/t/dd00129"
ZFJBqLt8lYA,450.0,460.0,/m/07pxg6y
ZFZWNH6fnFU,10.0,20.0,"/m/04rlf,/m/07brj,/m/09x0r"
ZFue2JOSEqc,210.0,220.0,"/m/07qcx4z,/t/dd00125"
ZIT1maeaOPI,50.0,60.0,/m/03wvsk
ZJoj0aNr1LQ,290.0,300.0,"/m/0283d,/m/04rlf"
ZK0nR3j1pAY,0.0,10.0,"/m/01b_21,/m/02fs_r,/m/04rlf,/m/09x0r,/m/0dl9sf8,/t/dd00125"
ZMFDlZjm1as,0.0,8.0,"/m/0790c,/m/0c1dj"
ZMiF2c7AMj4,30.0,40.0,"/m/03wwcy,/m/04rlf"
ZNiEnYQIh50,30.0,40.0,"/m/07bgp,/m/07q0h5t,/m/09x0r"
ZNlciK_2qCA,120.0,130.0,"/m/01hgjl,/m/04rlf,/m/09x0r,/t/dd00125"
ZSSbpvAdEWI,0.0,10.0,/m/0lyf6
ZVDtuzPVlgU,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9"
ZW9lSi8hwEc,110.0,120.0,/m/07s02z0
ZX6PyJsY-4Q,150.0,160.0,/m/01v_m0
Z_XZlEw2FZY,60.0,70.0,/m/01h8n0
Za6RuIev_gg,30.0,40.0,"/m/03r5q_,/m/04rlf"
ZfSO5LcBo6Q,0.0,10.0,"/m/04rlf,/t/dd00121"
Zo_wkyXVHPE,30.0,40.0,"/m/0261r1,/t/dd00125"
Zok0-iEW6bw,70.0,80.0,"/m/03dnzn,/m/0939n_,/m/09x0r,/m/0ytgt"
ZpbP0EwKkhA,40.0,50.0,"/m/04rlf,/t/dd00032"
Zpiz0W1gWj0,130.0,140.0,"/m/0164x2,/m/04rlf"
ZqJXEJJMEFo,160.0,170.0,"/m/03qtwd,/t/dd00135"
ZtcXa5COxHM,10.0,20.0,"/m/01jg1z,/m/04rlf"
Zvp66CheJHM,150.0,160.0,/m/07pqc89
ZvzHWhnWz0o,120.0,130.0,"/m/04rlf,/m/07q4ntr,/m/07rwj3x"
ZwWAz80zZKw,80.0,90.0,"/m/03m5k,/m/0d8_n"
ZxAWfEq4zYY,19.0,29.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v"
ZxacVRF7i1A,140.0,150.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
ZxmUuLjuStA,100.0,110.0,"/m/09x0r,/t/dd00013"
Zy1T7kvM8aQ,30.0,40.0,"/m/02qldy,/m/09x0r"
_0JKl45OmKY,140.0,150.0,"/m/014zdl,/m/09x0r,/t/dd00125"
_2qoS7gIpU8,320.0,330.0,"/m/04rlf,/m/09x0r,/t/dd00121"
_7H2iUIdYBc,100.0,110.0,"/m/07q0yl5,/m/09x0r"
_8EOqTxXwXc,280.0,290.0,"/m/07phxs1,/m/07rv4dm"
_GWRK9tct58,11.0,21.0,/m/025_jnm
_HxoLyv0zA4,80.0,90.0,"/m/01s0ps,/m/05148p4,/m/05r5c"
_Hy1qLguDbs,120.0,130.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
_MnugrfmJkI,290.0,300.0,"/m/0145m,/m/015lz1"
_N2ivE-O5r8,30.0,40.0,"/m/025rv6n,/m/07qn5dc,/m/09b5t"
_PoDrQC5qAo,50.0,60.0,"/m/03wwcy,/m/04rlf,/m/09x0r"
_RUKvt068Po,100.0,110.0,"/m/012ndj,/m/03j1ly,/m/03kmc9"
_SReFQ8LkTk,30.0,40.0,"/m/04rlf,/m/0dls3"
_SwvPTwLY0M,80.0,90.0,/m/02pjr4
_VHMjSBoikA,14.0,24.0,/m/07rjzl8
_XRyc2kiTlM,110.0,120.0,/m/07n_g
__xMtXEV2IQ,210.0,220.0,/m/07s2xch
_arECEGUoAc,30.0,40.0,"/m/01lsmm,/m/09x0r"
_d-UK-83Nio,360.0,370.0,/m/04gxbd
_dH7f7PZkGg,220.0,230.0,"/m/015lz1,/m/04rlf,/m/07p6fty,/m/07rwj3x,/t/dd00126"
_dK62vGJ058,580.0,590.0,/m/01m4t
_dxnfuzYNuM,0.0,9.0,"/m/04rlf,/m/07bgp,/m/07q0h5t,/m/09x0r"
_f1ul4w7Xhw,30.0,40.0,"/m/01bjv,/m/07yv9,/m/09x0r"
_h3bhobQdr8,20.0,30.0,"/m/04rlf,/m/06by7,/m/0dl5d"
_i7xd-7yC-w,0.0,10.0,/m/0l156k
_k1T-eOk2io,470.0,480.0,"/m/04rlf,/m/09x0r,/t/dd00127"
_oB7jlzuphI,330.0,340.0,"/m/01hsr_,/m/09x0r"
_oWS8pQucZ0,30.0,40.0,"/m/01kcd,/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06ncr,/m/06rvn,/m/0bm02,/m/0l14md"
_p3cFkdZ41I,190.0,200.0,"/m/04rlf,/m/07r67yg"
_um2fSnniWY,20.0,30.0,"/m/04rlf,/m/07r4k75,/m/09x0r"
_vpfycBBX2I,520.0,530.0,/m/0d31p
_yWQ4Up7E6w,80.0,90.0,"/m/07pyf11,/m/07yv9,/m/0k4j,/t/dd00129"
_y_nQheGGXg,150.0,160.0,"/m/04rlf,/m/0gywn"
a0xoEoG6b9c,450.0,460.0,/m/032n05
a1PQCCz-Kw8,0.0,10.0,"/m/03kmc9,/m/0dgbq"
a1_OQtN59KI,10.0,20.0,"/m/04rlf,/m/07kc_"
a1mopKL1uvo,90.0,100.0,"/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00125"
a2YgBv4l_v8,10.0,20.0,"/m/06mb1,/m/07qwyj0,/m/07r10fb,/t/dd00038"
a3X4Jc06xzY,0.0,10.0,"/m/01jt3m,/m/0838f"
a4Ay4RfMm1U,180.0,190.0,/m/0brhx
a6lkhbf_HAc,570.0,580.0,/m/0j2kx
a78nWd0xCO0,70.0,80.0,/m/07pqc89
a9DEPNkY98o,20.0,30.0,/m/02fs_r
a9PEzKDNNW4,500.0,510.0,"/m/07p6mqd,/m/09x0r,/t/dd00125"
aA0bk6Pnh7A,20.0,30.0,"/m/025rv6n,/m/07st89h"
aAtMoktAtVs,40.0,50.0,"/m/01z47d,/m/09x0r"
aBLqpEhu_O8,190.0,200.0,"/m/015lz1,/m/028sqc"
aF8202ZbqVc,300.0,310.0,"/m/0130jx,/m/02jz0l,/m/0838f"
aJkcW-UloFg,0.0,10.0,"/m/02lkt,/m/04rlf,/m/07lnk"
aMln3YY4J0E,60.0,70.0,"/m/025_jnm,/m/05rj2,/m/09x0r"
aMvRqdvkTJo,0.0,10.0,"/m/03dnzn,/m/0838f"
aSWNiPRbZ6Q,10.0,20.0,"/m/03cl9h,/m/04rlf,/m/07yv9"
aYdshSrW9T0,40.0,50.0,/m/0140xf
aa8t9_djFCs,30.0,40.0,"/m/04rlf,/m/0m0jc"
aaCeijVT2cA,160.0,170.0,/m/0dls3
aaNR8FWJtSE,440.0,450.0,/m/07pdhp0
aaq1OtdUAgc,90.0,100.0,"/m/02g901,/m/09x0r,/t/dd00126"
acJyw6b63q4,250.0,260.0,"/m/04rmv,/m/09x0r"
aeiOyhQ8PXs,570.0,580.0,/m/04fgwm
alSAxo29qms,0.0,10.0,"/m/014zdl,/m/0g6b5"
anWlXiCR01Y,30.0,40.0,"/m/081rb,/m/09x0r"
anyiuVZiogk,500.0,510.0,"/m/04rlf,/m/09x0r,/m/0fd3y"
arEur8gF6ik,30.0,40.0,"/m/04rlf,/m/0dq0md"
atZuS5fn69c,30.0,40.0,"/m/07qjznl,/m/07qjznt"
awGEJJDYVGk,30.0,40.0,"/m/032s66,/m/0_1c"
b0dVykd2i6g,240.0,250.0,/m/02mscn
b24uboHG_GE,0.0,10.0,"/m/01b_21,/m/09x0r,/m/0ytgt"
b3ZpUImRZtc,200.0,210.0,/m/0dwt5
b4Np6bQT_Cw,290.0,300.0,/m/081rb
b52rvm_Kqcs,170.0,180.0,"/m/015lz1,/m/04rlf,/t/dd00004"
b6nOna2sMnM,80.0,90.0,"/m/04rlf,/m/05fw6t,/t/dd00032"
b9ZKM1-eIcQ,30.0,40.0,"/m/04rlf,/m/0dq0md"
bAZDStc1n8c,190.0,200.0,"/m/026z9,/m/04rlf"
bGfOjHKVX5A,210.0,220.0,"/m/015y_n,/m/04rlf,/m/09b5t,/m/09x0r"
bHMhGA4VhQ8,440.0,450.0,"/m/04rlf,/m/07qfr4h,/m/09x0r"
bIoNygB-j_o,540.0,550.0,"/m/02lkt,/m/04rlf,/m/08cyft,/m/0ggx5q"
bLrdZUg1yKo,170.0,180.0,"/m/01hsr_,/m/09x0r,/m/0ytgt"
bQd3waPPNfw,40.0,50.0,"/m/0145m,/m/04rlf"
bSi6EyJ_QMM,80.0,90.0,/m/07mzm6
bT3B5ZIAYqQ,490.0,500.0,"/m/07ppn3j,/m/09x0r"
bUMYneCPJ9c,150.0,160.0,"/m/07yv9,/m/09ct_,/m/09x0r"
bUojCgsNGP8,30.0,40.0,/m/01c194
bXOYQJ5bU78,120.0,130.0,"/m/04rlf,/m/04szw,/m/07kc_"
bZCEvVBY4LI,30.0,40.0,"/m/02fs_r,/m/030rvx,/m/09x0r"
bh2xH6h6w3E,0.0,10.0,/m/07ryjzk
bhZMbeh2XxM,30.0,40.0,"/m/04rlf,/m/07qv_x_"
biaRMXlkcW8,230.0,240.0,"/m/04rlf,/m/0y4f8"
bj3nwlucYCc,50.0,60.0,"/m/04rlf,/m/0g12c5,/t/dd00125"
bn4YDmNyL8U,50.0,60.0,"/m/04rlf,/m/07szfh9,/m/09x0r"
bnVgiMKYhy8,530.0,540.0,"/m/0c2wf,/t/dd00126"
bo_KcZvGHJw,30.0,40.0,"/m/012ndj,/m/03j1ly,/m/03kmc9"
bolyErI2888,460.0,470.0,"/m/06bz3,/m/09x0r"
bpjMpKxsBAs,490.0,500.0,/m/03w41f
brmsaXDI7YA,80.0,90.0,"/m/07ppn3j,/m/09x0r,/m/0lyf6"
bt9uOQKUdIs,90.0,100.0,"/m/02c8p,/m/09x0r,/t/dd00125"
btHMMDz27hw,450.0,460.0,"/m/04rlf,/m/0l14gg"
buocKMDcyMM,230.0,240.0,"/m/025rv6n,/m/07st89h,/m/09b5t"
c0Icfopt8Yw,30.0,40.0,"/m/02l6bg,/m/04rlf,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
c3gL0VfPZJg,280.0,290.0,"/m/0dwsp,/m/0dwtp,/m/0hdsk,/m/0j45pbj"
c3jKH_VWDuw,80.0,90.0,"/m/01h3n,/m/03vt0,/m/0h2mp"
c6unjZpqSuo,240.0,250.0,/m/01jwx6
c7QkStugMh4,20.0,30.0,"/m/068hy,/m/07pyy8b,/m/09x0r,/m/0bt9lr,/m/0jbk"
c8L-mol4lOU,250.0,260.0,"/m/04rlf,/m/06j64v"
c8RRoWUnfkk,50.0,60.0,"/m/023vsd,/m/07pdjhy"
c9jdW7pMaAw,460.0,470.0,"/m/08p9q4,/m/09x0r"
cA6-RH27axc,110.0,120.0,"/m/07sq110,/m/0ytgt"
cADoiFt1KdA,0.0,6.0,"/m/07r4wb8,/m/09x0r"
cB3RK8oQDTo,250.0,260.0,"/m/04rlf,/m/07qnq_y"
cCs-Y_YrHO4,570.0,580.0,"/m/01h8n0,/m/09x0r"
cEADthMoqtU,250.0,260.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077"
cEsF3Oh1-gU,100.0,110.0,"/m/05zppz,/m/07s04w4,/m/09x0r,/m/0ytgt"
cGc6-Od28Pg,24.0,34.0,"/m/04rlf,/m/07qjznt"
cGgvQrJs_QU,220.0,230.0,"/m/015lz1,/m/02fxyj,/m/04rlf,/m/09x0r,/t/dd00125"
cJNFh1Dfy4I,200.0,210.0,"/m/01hgjl,/m/04rlf"
cM4zYIOdrYk,10.0,20.0,"/m/07qv_d5,/m/07yv9,/m/0912c9,/m/09x0r"
cNPWyELK4C0,110.0,120.0,"/m/07bjf,/t/dd00127"
cNUUxbweblU,180.0,190.0,"/m/0642b4,/m/09x0r"
cR2zUNzOev8,160.0,170.0,/m/0d31p
cUhL7rZC1HU,430.0,440.0,"/m/02jz0l,/m/03dnzn,/m/04k94,/m/09x0r"
c_D6PY8XyyQ,30.0,40.0,"/m/01kcd,/m/085jw,/m/0l14l2"
c_y2hokeXis,150.0,160.0,"/m/085jw,/m/0l14j_"
cdJxLZcdyPk,21.0,31.0,/m/01z47d
cex_imP_XFs,10.0,20.0,/m/07qsvvw
cgLbjBTknGw,180.0,190.0,"/m/04rlf,/m/07pc8lb,/m/09x0r"
cgf1cfaVlk4,0.0,8.0,"/m/0395lw,/m/0gy1t2s"
ckseES0mnrc,30.0,40.0,"/m/078jl,/m/07rjwbb"
ckt7YEGcSoY,30.0,40.0,"/m/02rhddq,/m/07r04"
cmcuFD79d6k,270.0,280.0,"/m/026z9,/m/04rlf,/m/064t9,/m/0ggx5q"
cnooH34Tfd4,190.0,200.0,"/m/07p_0gm,/m/07rcgpl"
coQlAmYQFeQ,210.0,220.0,"/m/09x0r,/t/dd00013"
cpAivj8IDVc,30.0,40.0,/m/02l6bg
csOBJnlWQyY,90.0,100.0,"/m/06_y0by,/m/09x0r"
csd6zFjxXMA,380.0,390.0,/m/06j64v
ctVWsq6wclg,0.0,10.0,"/m/04rlf,/m/07qyrcz,/m/09x0r"
cu0k3Uclp1I,180.0,190.0,"/m/0192l,/m/085jw"
cuYyeS60nlY,90.0,100.0,"/m/015lz1,/m/04rlf,/m/06j64v"
cus6miMF8Q8,30.0,40.0,"/m/05rj2,/m/09x0r"
cwXvxPM4bc0,580.0,590.0,"/m/04rlf,/m/09x0r,/t/dd00037"
cyQm5BHtN0Y,0.0,4.0,"/m/0c1dj,/m/0gy1t2s"
d-V3FtnzYLo,30.0,40.0,"/m/04rlf,/m/05zppz,/m/09x0r,/t/dd00129"
d-zXmU_kY58,90.0,100.0,"/m/01g50p,/m/0284vy3,/m/06d_3"
d0PjbX-hFaE,10.0,20.0,"/m/03dnzn,/m/0838f"
d0cy21pGd0o,0.0,10.0,"/m/09x0r,/m/0fx9l"
d111V0r2qrU,70.0,80.0,/m/02qmj0d
d1cz5QJ1zUY,10.0,20.0,/m/05_wcq
d2b0XaIC6M4,0.0,10.0,/m/02pjr4
d4Cp1O3f028,30.0,40.0,/m/07pxg6y
d5sbz9E15S0,120.0,130.0,"/m/03cl9h,/m/09x0r"
d66gSt9HeCI,90.0,100.0,/m/07r67yg
d6lWTpOH3q8,30.0,40.0,"/m/011k_j,/m/04rlf"
dATRSlUNVrk,40.0,50.0,"/m/07qlf79,/m/09x0r"
dCkULxhldtU,300.0,310.0,"/m/02bk07,/m/04rlf,/m/0y4f8,/t/dd00034"
dD9Ygt-_ves,30.0,40.0,"/m/04rlf,/t/dd00032"
dG4Bm1cy36A,30.0,40.0,/t/dd00067
dGhOz3tzCnQ,220.0,230.0,"/m/09x0r,/t/dd00112"
dKSTNoLXPWY,80.0,90.0,/m/07qyrcz
dODUkjrTen0,410.0,420.0,"/m/046dlr,/m/04rlf,/m/09x0r"
dPqJgWpoOmk,10.0,20.0,"/m/07qfr4h,/m/09x0r"
dUuvCHkBBDE,30.0,40.0,"/m/04rlf,/m/0m0jc"
dVuJQSASKDw,60.0,70.0,"/m/0155w,/m/04rlf"
dWOiYGb7ijg,500.0,510.0,"/m/012f08,/m/03cl9h,/m/04rlf,/m/07yv9"
dYSDgTL-il0,30.0,40.0,/m/01jg02
d_6LsqvvEp0,180.0,190.0,"/m/032s66,/m/04zjc"
d__b-wqlFvU,350.0,360.0,"/m/04cvmfc,/m/04rlf,/t/dd00129"
ddsEVCK5qZw,190.0,200.0,"/m/0316dw,/m/05zppz,/m/09x0r"
dgi9F2qT5KA,180.0,190.0,"/m/04rlf,/m/0fd3y"
djDIWZWs--E,1.0,11.0,"/m/07phxs1,/m/07rv4dm"
dl0_A2sTmuo,470.0,480.0,/m/078jl
dnU579R7W_w,120.0,130.0,"/m/02c8p,/m/04rlf"
dpDaER9cZXI,0.0,10.0,"/m/04rlf,/t/dd00037"
dpt1V3gv4aE,0.0,10.0,"/m/013y1f,/m/03gvt"
ds6kUfYQgHE,80.0,90.0,"/m/04rlf,/m/05fw6t"
dwTBAxizdjY,570.0,580.0,"/m/025rv6n,/m/04rlf,/m/09b5t,/m/09ddx,/m/09x0r,/t/dd00129"
dy17oqEKlqQ,110.0,120.0,/m/0jtg0
dzQKv9pF09s,20.0,30.0,"/m/07qw_06,/m/09x0r,/m/0ytgt"
dzSURcGk-iE,110.0,120.0,"/m/03qc9zr,/m/04rlf,/m/09x0r"
e0GpN9ShlJY,170.0,180.0,"/m/015lz1,/m/04rlf,/m/0z9c"
e0NPCmeMAdw,110.0,120.0,/m/05r6t
e2l9sF2hS6E,10.0,20.0,"/m/04rlf,/m/07qwdck,/m/09x0r"
e469t9uiCZA,0.0,10.0,/m/0fx9l
e53eYyp0eoA,0.0,10.0,"/m/07qs1cx,/m/07s12q4,/t/dd00112"
e5OuQ2lTTzQ,80.0,90.0,"/m/07yv9,/m/096m7z"
e7j4mo6RM34,340.0,350.0,"/m/012f08,/m/04_sv,/m/04rlf,/m/07phhsh,/m/07yv9,/m/09x0r"
e7mrGqwfJJI,360.0,370.0,/m/01h8n0
e7qp3srbsps,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067"
eBuw82PQWGA,30.0,40.0,"/m/04rlf,/t/dd00032"
eCAhwJeE5dE,30.0,40.0,"/m/07qjznl,/m/07qjznt"
eCD7t_WVELI,30.0,40.0,"/m/02qldy,/m/04rlf,/m/09x0r"
eE3ngw8JU4c,30.0,40.0,"/m/01bjv,/m/07yv9"
eGCdWZ22pWs,310.0,320.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf"
eHXYOHWWeE4,0.0,10.0,"/m/04rlf,/m/09x0r,/t/dd00121"
eI2Q5xnR9qs,30.0,40.0,"/m/08j51y,/m/09x0r"
eLDWoVd-K4o,30.0,40.0,/t/dd00018
eMjgfCuBjLc,30.0,40.0,/m/0790c
eMlE0tzVL2M,80.0,90.0,"/m/03fwl,/m/07q0h5t,/m/0ch8v,/m/0jbk"
ePY_ddeTSjk,30.0,40.0,"/m/016cjb,/m/04rlf"
ePlsY4CFjZc,150.0,160.0,"/m/0199g,/m/07yv9,/t/dd00092"
eUHQcC4Mvpw,370.0,380.0,/m/016622
eWgPQxJCjCI,150.0,160.0,/m/012xff
eX0GiIfffCc,430.0,440.0,/m/07pqn27
eX2coDMQWxs,160.0,170.0,"/m/01jt3m,/m/0838f"
eXZCI_BoPYI,26.0,36.0,"/m/07rknqz,/m/09x0r"
eZl4v_Lou3I,500.0,510.0,/m/07p_0gm
ecdYeRJYdzE,30.0,40.0,"/m/04rlf,/t/dd00033"
edgmsGYFqzM,500.0,510.0,/m/0hdsk
egBr8_Nsm78,0.0,10.0,/m/011k_j
ehS1MmMc4to,20.0,30.0,"/m/016622,/m/03w41f"
eiphyOcQ27Y,310.0,320.0,"/m/0164x2,/m/04rlf"
eixsIjV6Fek,30.0,40.0,"/m/078jl,/m/07rjwbb"
eiyza60rtDs,0.0,10.0,"/m/0939n_,/m/09x0r"
eosgQDxEAXo,30.0,40.0,"/m/01jg02,/m/01jg1z"
eqUNT2lvvCQ,10.0,20.0,"/m/03cczk,/m/07pdhp0,/t/dd00125"
erPNRUjwg_g,110.0,120.0,"/m/04rlf,/m/05fw6t"
esT1SUV7jxo,540.0,550.0,"/m/09x0r,/m/0dv5r"
